#size: 500 4
#hip stance, hip swing, knee stance, knee swing
-13.42080369,22.18976691,13.95593382,4.269463873
-13.47360845,22.17953028,14.03376994,4.196594078
-13.52595648,22.16991059,14.11257578,4.129250948
-13.57783301,22.16096632,14.1923693,4.067837576
-13.62918702,22.15270146,14.27333571,4.012488509
-13.68003812,22.14508381,14.35541677,3.9628156
-13.73046875,22.13811542,14.43847034,3.918627884
-13.78044322,22.13184325,14.52266151,3.880289032
-13.82997239,22.12619962,14.6079886,3.847382436
-13.87899934,22.12125212,14.69451068,3.820463652
-13.92752884,22.11702451,14.78224185,3.799511702
-13.97556561,22.11343254,14.87112892,3.783895906
-14.0230085,22.11055234,14.96129731,3.774123217
-14.06993579,22.1084619,15.05293225,3.7707868
-14.1175058,22.1072834,15.14713109,3.773706906
-14.16588581,22.10709439,15.24431525,3.783369544
-14.21479675,22.10805618,15.34479286,3.801514054
-14.26409398,22.11007361,15.44850686,3.827811002
-14.31350838,22.11315718,15.55561015,3.862753256
-14.36303088,22.11729301,15.66572769,3.906020382
-14.41224784,22.1224433,15.7790316,3.958084187
-14.46076417,22.12863054,15.89550308,4.019644771
-14.50850127,22.13566051,16.01476545,4.089321352
-14.5551902,22.14358459,16.13646404,4.166890769
-14.60048272,22.15225612,16.26060874,4.251812053
-14.644162,22.16150012,16.38685204,4.343416992
-14.68576303,22.17118292,16.51483199,4.440803584
-14.72540823,22.18128139,16.64417236,4.543023279
-14.76266527,22.19164515,16.77520655,4.649838575
-14.79760336,22.202119,16.90735514,4.760059852
-14.83019328,22.21260458,17.04001248,4.872664528
-14.86039686,22.2229648,17.17253653,4.986460818
-14.8882424,22.23312103,17.30432235,5.100529841
-14.91390914,22.24310722,17.43467784,5.214160629
-14.93780835,22.25260505,17.56135304,5.323584055
-14.95954468,22.26181044,17.68734072,5.432727449
-14.97940487,22.27079731,17.81336138,5.542175731
-14.99765054,22.27950572,17.93937083,5.651494501
-15.0142095,22.28789087,18.06561275,5.760743186
-15.02924654,22.29587159,18.19215451,5.869618738
-15.04266532,22.30343155,18.31916162,5.978268487
-15.05483906,22.31043345,18.44530855,6.084896005
-15.0655857,22.31695156,18.57142216,6.190298019
-15.07504822,22.32300791,18.69765603,6.294579682
-15.08337816,22.32867104,18.823979,6.39796477
-15.09042276,22.33390555,18.95052685,6.500668148
-15.09625152,22.33864604,19.07700724,6.601981549
-15.10107769,22.34288272,19.20336296,6.701742469
-15.10504865,22.34675589,19.33074993,6.801399625
-15.10791841,22.35050805,19.4618987,6.904130178
-15.10965125,22.3540822,19.59694883,7.00951007
-15.11022036,22.35750383,19.73587572,7.117587583
-15.10958213,22.36079958,19.8789321,7.228895009
-15.10775694,22.36401193,20.02617455,7.343630998
-15.10461036,22.3670848,20.17768503,7.461411323
-15.10013823,22.36999514,20.33347159,7.582094752
-15.09414025,22.37280187,20.49390651,7.70646335
-15.08650009,22.3754419,20.6591268,7.834287024
-15.07718484,22.37794723,20.82920634,7.965755955
-15.06620694,22.38036331,21.00411959,8.100858592
-15.05338634,22.38268986,21.18438118,8.240057687
-15.03865688,22.38485398,21.37009667,8.383204459
-15.02175815,22.38688972,21.5618164,8.530743988
-15.00286614,22.38880563,21.75914586,8.682235349
-14.98142856,22.39057649,21.96265294,8.838316464
-14.95734439,22.39214978,22.17257781,8.998839546
-14.93071249,22.3936369,22.38826238,9.163263287
-14.90111517,22.39498159,22.61052761,9.332126747
-14.86843251,22.39614301,22.8391448,9.5049824
-14.83246125,22.39709327,23.0749162,9.682297062
-14.792836,22.39776545,23.31870714,9.864394416
-14.74939053,22.39813356,23.57068507,10.05116245
-14.70170728,22.39806758,23.83061892,10.24177438
-14.6504013,22.39756175,24.09709336,10.43515606
-14.59446618,22.39658622,24.37256049,10.6328269
-14.53358446,22.39498988,24.65745753,10.83471999
-14.46725473,22.39267664,24.95220939,11.04078173
-14.39595174,22.38963721,25.25561704,11.24987936
-14.3188815,22.38581079,25.56894077,11.46232466
-14.23598065,22.3810104,25.89152911,11.67741608
-14.14665441,22.37504609,26.2240725,11.89472068
-14.05083969,22.36772191,26.56587311,12.11318255
-13.94824192,22.35888546,26.91704139,12.33251219
-13.83905711,22.34834094,27.27578556,12.5506884
-13.72330922,22.3359386,27.64054605,12.76618854
-13.60191454,22.3215196,28.00841847,12.9767671
-13.47476625,22.30471369,28.37807549,13.18075965
-13.343817,22.28527662,28.742744,13.37300148
-13.21553239,22.26377965,29.08166602,13.54061925
-13.10006078,22.24118544,29.36642613,13.66861849
-13.01922201,22.22102802,29.54757888,13.73529032
-13.00951217,22.21836373,29.56804619,13.74165003
