#size: 500 5
#stance_hip, swing_hip, stance_knee, swing_knee,torso_angle
19.93909808,-9.518103265,8.830736292,29.31149118,9.585768453
19.95842636,-9.570903769,8.966633503,29.40392805,9.570892875
19.97775464,-9.623704273,9.102530715,29.49636492,9.556017297
19.99708292,-9.676504777,9.238427926,29.58880179,9.541141719
20.0164112,-9.72930528,9.374325137,29.68123865,9.526266141
20.03663357,-9.78138314,9.515216629,29.77545907,9.511349689
20.05877149,-9.83158646,9.667745828,29.87433651,9.496161982
20.08092253,-9.881759422,9.820416583,29.97329018,9.480968885
20.10307356,-9.931932384,9.973087338,30.07224386,9.465775788
20.12532451,-9.982090641,10.12620622,30.17124437,9.450588337
20.1490218,-10.03049944,10.28757978,30.27412187,9.435350618
20.17369657,-10.07753274,10.45522456,30.38012132,9.419927946
20.19839512,-10.12448982,10.623126,30.48629254,9.404496324
20.22309368,-10.1714469,10.79102743,30.59246377,9.389064701
20.24830835,-10.21789064,10.96130573,30.69964506,9.373690615
20.27469973,-10.26216113,11.13921748,30.81137305,9.358211859
20.30158833,-10.30541222,11.3203786,30.92518698,9.342639998
20.32850818,-10.34852366,11.50188467,31.03928931,9.327057788
20.35562628,-10.39155922,11.68423053,31.15354007,9.311489105
20.38324319,-10.43333709,11.8695343,31.27013818,9.29598761
20.41180016,-10.47284993,12.061033,31.39115658,9.280421941
20.44052736,-10.51167268,12.25404004,31.51347851,9.264794233
20.46937042,-10.55025552,12.44779422,31.63625672,9.249159446
20.49852221,-10.58818669,12.64303589,31.76016612,9.233599493
20.52804649,-10.62463159,12.84123694,31.88677221,9.218050889
20.55813777,-10.65887164,13.04349075,32.01737258,9.202510638
20.58827884,-10.69254222,13.24667148,32.14897628,9.186926292
20.61870997,-10.72581572,13.4512537,32.28125853,9.171359992
20.64921512,-10.75783111,13.65686849,32.41561961,9.155911397
20.68009813,-10.7880237,13.86570879,32.55318052,9.140450348
20.71120123,-10.81641932,14.07666022,32.69376929,9.125041015
20.7424176,-10.84415324,14.28881489,32.8354326,9.109611932
20.77373088,-10.8709746,14.50182319,32.97856831,9.094264329
20.80499245,-10.89654032,14.71567158,33.1237111,9.078987892
20.83659193,-10.91980827,14.93253405,33.27263499,9.063765207
20.86821429,-10.94159497,15.15051432,33.42389448,9.048602813
20.89989634,-10.96255354,15.36948572,33.57642764,9.033457654
20.93135283,-10.98212724,15.58862258,33.73105499,9.018440506
20.96281536,-11.00045517,15.80877793,33.88766109,9.003445812
20.99443643,-11.01616932,16.03117886,34.04829597,8.988595391
21.02601785,-11.0305438,16.25443966,34.21088918,8.973798824
21.05733334,-11.04361544,16.47776488,34.37541689,8.959090809
21.08830812,-11.05564208,16.70083477,34.54140186,8.944481137
21.11933499,-11.06565874,16.9253701,34.71046371,8.929926995
21.15033572,-11.07324958,17.15125723,34.88301991,8.915552094
21.18108403,-11.07945705,17.37724577,35.0575142,8.901256456
21.21120172,-11.08393638,17.60254867,35.23440672,8.88709871
21.24109419,-11.08762312,17.82775244,35.41238304,8.873002312
21.27093073,-11.08875703,18.05427423,35.59400991,8.859022394
21.30052577,-11.08760619,18.28127271,35.77876596,8.845236297
21.32952299,-11.08465134,18.50753738,35.96592983,8.831587681
21.35780953,-11.08027726,18.73279208,36.15491542,8.818066918
21.38594094,-11.07480834,18.95818655,36.34542186,8.804606774
21.41375342,-11.06627937,19.18433079,36.53999361,8.791342625
21.44116222,-11.05585425,19.41012293,36.73706988,8.778261596
21.46754786,-11.04321223,19.6343079,36.93690707,8.765368171
21.49335976,-11.02962076,19.85759642,37.13787728,8.752569646
21.51897366,-11.0141356,20.08118777,37.34136004,8.739874202
21.54390383,-10.99561814,20.30437916,37.5486351,8.727438591
21.56813537,-10.9751041,20.52645348,37.75838907,8.715187636
21.59125914,-10.9525553,20.74665116,37.97048571,8.703143762
21.61396703,-10.92898049,20.96627443,38.18382594,8.691184328
21.63613132,-10.90291501,21.18554882,38.40024871,8.679383829
21.65743035,-10.87417703,21.4036268,38.61981391,8.667861428
21.67765309,-10.84317345,21.61977983,38.84198255,8.656550292
21.6969085,-10.81058723,21.83422888,39.06584121,8.645417998
21.71571017,-10.77634569,22.04813564,39.29165784,8.63441047
21.73363688,-10.73946294,22.26084784,39.52056159,8.623610257
21.75033925,-10.69989884,22.47140341,39.75235007,8.613105161
21.76600195,-10.65846635,22.68001512,39.98610137,8.602810424
21.78071849,-10.61537483,22.88698057,40.22157487,8.592670706
21.79489377,-10.57021622,23.09315463,40.459414,8.582715036
21.80780526,-10.52230835,23.29720861,40.70020176,8.573008333
21.81919577,-10.47173108,23.49834096,40.94358173,8.563618029
21.82972752,-10.41981493,23.69784262,41.18823847,8.554384542
21.83927895,-10.36580424,23.89560728,41.43504715,8.54535073
21.84817362,-10.30987097,24.09224252,41.68391309,8.53649476
21.85508497,-10.25043037,24.28519539,41.93617018,8.527994189
21.86086693,-10.18922594,24.4758885,42.18994584,8.519749195
21.86566621,-10.12666388,24.66469459,42.44490045,8.511633066
21.86957702,-10.06188043,24.85183375,42.70207132,8.503772436
21.87228853,-9.994608117,25.03674522,42.96160533,8.496136529
21.87284337,-9.924085098,25.21740607,43.22392756,8.488874631
21.87241055,-9.852187063,25.39608774,43.48730716,8.48180913
21.87122846,-9.779275844,25.5732812,43.75149038,8.47485836
21.86881108,-9.703471167,25.748059,44.01831892,8.468246931
21.8647697,-9.625087428,25.91963698,44.28725124,8.461873128
21.85874384,-9.543884221,26.08720276,44.55835582,8.455878952
21.85179183,-9.461594723,26.2528882,44.83018672,8.450017666
21.8441678,-9.378100417,26.41719132,45.10294128,8.444331102
21.8350465,-9.291841493,26.57848695,45.37785748,8.43895644
21.82393395,-9.202646906,26.73571081,45.65489055,8.433891994
21.81083981,-9.110915397,26.88885634,45.93361874,8.429186083
21.79737875,-9.018792176,27.04123767,46.21255468,8.424537028
21.78294917,-8.924964606,27.19159429,46.49259673,8.420142747
21.76676926,-8.828471312,27.33832037,46.77434893,8.416033231
21.7483067,-8.728780349,27.48030324,47.05817115,8.412310915
21.72829184,-8.627303818,27.61901138,47.34291881,8.408869386
21.70811923,-8.525613975,27.75738339,47.6277803,8.40546177
21.68658766,-8.42176666,27.89287709,47.9137236,8.40237016
21.66303218,-8.315230656,28.02406579,48.20101694,8.399582391
21.63731897,-8.205860604,28.15068515,48.48986527,8.397168655
21.61060069,-8.095389533,28.27514313,48.7791485,8.394947337
21.58342129,-7.984227958,28.39861388,49.0686605,8.39283349
21.55470349,-7.870937913,28.51874293,49.3589127,8.391011803
21.52376896,-7.754946716,28.63410151,49.65021151,8.389552829
21.49119572,-7.636862871,28.74590497,49.94237363,8.388386222
21.45786899,-7.517957862,28.8560664,50.23478356,8.387364915
21.42369677,-7.397894147,28.96438586,50.52736413,8.386527774
21.38773055,-7.275638079,29.0687289,50.82036733,8.385975216
21.34975572,-7.151001428,29.16868538,51.11401756,8.385802168
21.31058888,-7.024934639,29.26599473,51.40794793,8.385844962
21.2706731,-6.898058344,29.3616649,51.70197405,8.386012216
21.2296048,-6.769689108,29.45472909,51.99596725,8.386418601
21.18672067,-6.639266187,29.54372671,52.29012292,8.387121293
21.14207436,-6.506826594,29.62881223,52.58448015,8.388163175
21.09661898,-6.373474075,29.71205508,52.87866952,8.389366851
21.05021464,-6.239052181,29.79317439,53.17281768,8.390728448
21.00236931,-6.10301881,29.87097312,53.46656403,8.392331664
20.95307292,-5.965332182,29.94546198,53.7602024,8.394234898
20.90233008,-5.82606732,30.0166772,54.05366921,8.396405175
20.85088357,-5.686101763,30.08627642,54.34657486,8.398715125
20.79813952,-5.544698617,30.15286035,54.6391015,8.401236086
20.74412759,-5.401927154,30.21647736,54.93109037,8.403997677
20.68882208,-5.257748652,30.27709177,55.22263703,8.40702273
20.63240239,-5.112413963,30.33512947,55.51362837,8.410261616
20.57535368,-4.966502418,30.39168919,55.80385368,8.413619923
20.5168324,-4.819059535,30.44474515,56.09319421,8.417217453
20.45717611,-4.670383473,30.49508355,56.38186461,8.42106646
20.39635809,-4.520496228,30.5426682,56.66978012,8.425143875
20.33468292,-4.369802308,30.58823271,56.95678103,8.429385537
20.27212442,-4.218328271,30.63163517,57.24251148,8.433784638
20.20854765,-4.065792074,30.6725574,57.52742239,8.438384219
20.14394879,-3.912199429,30.7109826,57.81145017,8.443196281
20.07812994,-3.757392791,30.7464481,58.0941776,8.448245057
20.01162502,-3.602006405,30.78021829,58.37569712,8.453432254
19.94423875,-3.445896987,30.81179186,58.65562523,8.458775641
19.87604768,-3.288938855,30.84133458,58.93467405,8.464314173
19.80693857,-3.131057091,30.86856593,59.21259271,8.470033379
19.73678874,-2.972230561,30.89321614,59.48885898,8.475947631
19.66592726,-2.812841098,30.91597374,59.76322293,8.482016124
19.59433219,-2.652900782,30.93692508,60.0362681,8.488227701
19.52208918,-2.492294765,30.95617032,60.30824513,8.4946052
19.44895908,-2.330821398,30.97308806,60.57859024,8.501151832
19.37499751,-2.16867488,30.98784209,60.8470475,8.507864346
19.30031114,-2.00603057,31.00063354,61.11309447,8.514730848
19.2251367,-1.843031382,31.01218589,61.37815125,8.521712025
19.14940224,-1.67947253,31.0221952,61.64190604,8.52884355
19.07275275,-1.515123586,31.02972206,61.90333534,8.536139909
18.99554005,-1.350370277,31.03562447,62.1625414,8.543567494
18.9175853,-1.185188403,31.03957228,62.41944625,8.551147636
18.83926248,-1.019760278,31.04253669,62.67534524,8.558815092
18.76056687,-0.853920575,31.04433212,62.92977181,8.566610187
18.68101026,-0.687439241,31.04366988,63.18123321,8.574568471
18.60102805,-0.520736356,31.04168839,63.43024863,8.582628258
18.52033975,-0.353688198,31.03783814,63.67699951,8.590834762
18.43938608,-0.186466445,31.03321965,63.92273368,8.599105408
18.35807773,-0.018908824,31.02737476,64.1664279,8.607506221
18.27622888,0.148960521,31.01981942,64.40712833,8.616012342
18.19381948,0.317058752,31.0106042,64.64496321,8.62464464
18.11099325,0.485311273,31.0002267,64.88108446,8.633367815
18.0278192,0.653749693,30.98875005,65.11536982,8.64217888
17.94440558,0.822371432,30.97630842,65.34748537,8.651090003
17.86070763,0.991066324,30.96280966,65.57695931,8.660062405
17.77629957,1.159958919,30.9471891,65.80259363,8.669188466
17.69167187,1.328907179,30.93089741,66.02700983,8.678364961
17.60678038,1.497951353,30.91365069,66.24942694,8.687623303
17.52168637,1.66701224,30.89544957,66.46885964,8.696955914
17.43642567,1.836082301,30.87657556,66.68641617,8.706337917
17.35049664,2.005193351,30.85559721,66.89950254,8.715859591
17.26440601,2.174320313,30.83396219,67.11097092,8.72543743
17.17819457,2.34343,30.81185919,67.32119858,8.7350506
17.09179406,2.512415185,30.78870104,67.5274524,8.744729207
17.00516406,2.681362541,30.76471884,67.73159752,8.754468707
16.91816147,2.850209529,30.73938173,67.93207762,8.76430139
16.83097251,3.019011129,30.71323128,68.1302731,8.774200747
16.74370011,3.187664665,30.68671158,68.32694623,8.784103369
16.65633962,3.356159405,30.65942561,68.52016457,8.794060867
16.5686596,3.524490566,30.63101158,68.71030847,8.804082251
16.480837,3.692636098,30.6017634,68.89721939,8.814178064
16.39283408,3.860646901,30.5717873,69.08189149,8.824319103
16.30476513,4.02841938,30.54141562,69.26449615,8.834450296
16.21664879,4.195990172,30.51040527,69.44390822,8.84463391
16.12822976,4.363259568,30.47822378,69.61961735,8.854870721
16.03979957,4.530301897,30.44557169,69.79260047,8.86517072
15.95122122,4.697084652,30.41229962,69.96319297,8.875487662
15.86260072,4.863628426,30.3786399,70.13158631,8.885796644
15.77387281,5.029844945,30.34416857,70.2962826,8.8961517
15.68501126,5.195683347,30.30892233,70.45750777,8.906546483
15.59613366,5.361218826,30.27324426,70.61602366,8.916993463
15.50716151,5.526469645,30.23712566,70.77245175,8.92744163
15.41815662,5.691365867,30.20050092,70.92578931,8.937881043
15.3290236,5.855851817,30.16304244,71.07539553,8.948354634
15.23988579,6.019959691,30.12517904,71.22213481,8.958859571
15.15069402,6.183567578,30.08676066,71.36535582,8.969404607
15.06147784,6.347006724,30.04814646,71.50737871,8.979943449
14.97220626,6.509896164,30.00882839,71.64516738,8.990472074
14.8828569,6.672331524,29.96886878,71.77955883,9.001021629
14.79353252,6.834322567,29.92857972,71.91099569,9.01160267
14.70417635,6.995818362,29.88787878,72.03938961,9.022203644
14.61480331,7.1570389,29.84688967,72.16586734,9.032794038
14.52538319,7.317638986,29.80522747,72.28806139,9.043373131
14.43595841,7.477802466,29.76317294,72.4073869,9.053969475
14.34652878,7.637314823,29.72067907,72.52289784,9.064587653
14.25710329,7.796519711,29.67797942,72.63658332,9.075220286
14.16765385,7.955209148,29.63482561,72.74703107,9.085827371
14.07819127,8.113273103,29.59113474,72.85355251,9.096427609
13.98875192,8.270858553,29.54716238,72.95728912,9.10704232
13.89929998,8.427689503,29.5027254,73.05688238,9.117675389
13.8098449,8.584271129,29.45809373,73.15498342,9.128314041
13.72040352,8.740176875,29.41304334,73.24924587,9.138910732
13.63097823,8.895536642,29.3676001,73.34020765,9.149516348
13.54155601,9.050193794,29.32181653,73.42756826,9.160124354
13.45214211,9.204221509,29.27567158,73.51150332,9.170752704
13.36271452,9.357882266,29.22926661,73.59339924,9.181369359
13.27332098,9.510811617,29.18249713,73.67140596,9.191945207
13.18397021,9.663239243,29.13548,73.74658231,9.202536289
13.09461239,9.814797116,29.08806363,73.81750305,9.213128433
13.00525545,9.96580792,29.04032211,73.88546735,9.22373079
12.91591591,10.11630795,28.99234623,73.95084207,9.234306648
12.82659942,10.26614856,28.94404158,74.01277359,9.244859726
12.737328,10.41534987,28.89552593,74.0715045,9.255416535
12.64806122,10.56368307,28.84662021,74.12601993,9.265984452
12.5587852,10.71149948,28.79742948,74.1778646,9.276546716
12.46955539,10.85866648,28.7480231,74.22656691,9.287076136
12.38033383,11.00522064,28.69831687,74.27215405,9.297598336
12.29115215,11.15104992,28.64841474,74.31434157,9.308113253
12.20198944,11.29601355,28.59815743,74.35239325,9.318646087
12.11281503,11.44047066,28.54765492,74.38796698,9.329160505
12.0237011,11.58410637,28.49690596,74.41960742,9.339643573
11.9345759,11.72719431,28.44591631,74.44863276,9.350124552
11.84549465,11.86943623,28.39470399,74.47379506,9.360599599
11.75643268,12.01094928,28.34322764,74.49556692,9.371080238
11.66737307,12.15191508,28.29154471,74.51475737,9.381543417
11.57836348,12.29186204,28.23954754,74.5291586,9.391984827
11.48932823,12.43135192,28.1873622,74.54151158,9.402419335
11.40035771,12.56991278,28.13498913,74.5497304,9.412851721
11.31139525,12.70785585,28.08240508,74.55517118,9.423274083
11.22244898,12.84509663,28.02960133,74.55734137,9.433684326
11.13351527,12.98122939,27.97644557,74.55448228,9.444081321
11.04457776,13.11708012,27.92320946,74.55040438,9.454471641
10.95570667,13.25174342,27.86974105,74.54117566,9.464848846
10.86684112,13.38613293,27.81619361,74.53074573,9.47521952
10.77799232,13.51935356,27.76230691,74.5150135,9.485580398
10.68912336,13.65168067,27.70813476,74.49539939,9.495928515
10.60028621,13.78366698,27.65393349,74.47431988,9.50627382
10.51150124,13.91444959,27.59951262,74.44813451,9.516590992
10.42271973,14.04520535,27.54508907,74.42182833,9.526909557
10.33393268,14.17410544,27.49015771,74.38740012,9.53721663
10.24513796,14.3027003,27.43513874,74.35167829,9.547519983
10.15638751,14.43050237,27.38002298,74.31264938,9.557804958
10.06768131,14.55751164,27.32481042,74.27031337,9.568071557
9.978966407,14.68420857,27.26951787,74.22668553,9.578334855
9.890231683,14.80900098,27.21374761,74.17490455,9.588589456
9.801500118,14.93376566,27.15797497,74.1230014,9.598845501
9.71282809,15.05727472,27.10207309,74.0659726,9.609065127
9.624188747,15.18042888,27.04616491,74.00747307,9.61927934
9.535520399,15.30262531,26.99004056,73.94510815,9.629484462
9.446834069,15.42355231,26.93362142,73.87734246,9.639685101
9.358154268,15.54417762,26.87715934,73.80834891,9.649878041
9.269556783,15.66351593,26.82064641,73.73418737,9.660038757
9.180953043,15.78254,26.76409207,73.65882161,9.670190352
9.092341997,15.90031835,26.70732812,73.57841936,9.680340853
9.003699998,16.01728031,26.65036913,73.49459646,9.690481672
8.915077613,16.1335299,26.59334415,73.40794193,9.700603791
8.82653561,16.24872609,26.53634211,73.31713204,9.710701007
8.737967827,16.36339809,26.47925865,73.22436246,9.720787509
8.649409365,16.47685157,26.42201751,73.12670903,9.730876151
8.560809932,16.58961915,26.36462555,73.02627006,9.740941627
8.472253818,16.70151487,26.30720976,72.92241988,9.750992414
8.383748828,16.81239261,26.24981972,72.81470919,9.761013198
8.295242001,16.92260849,26.19237609,72.70445326,9.771035015
8.206734235,17.03177832,26.13481263,72.59011455,9.781051165
8.118186526,17.14026058,26.07713261,72.47305025,9.791036488
8.029697127,17.24765128,26.0194737,72.35188538,9.801000978
7.941245258,17.35415161,25.96186419,72.22740253,9.810935762
7.852811016,17.45982782,25.90421752,72.09974554,9.820883777
7.764367455,17.56462056,25.8464942,71.96875883,9.830813565
7.675897283,17.66865994,25.78869938,71.83489967,9.840711347
7.5874785,17.77157183,25.73096235,71.69694696,9.85057414
7.499115997,17.87363451,25.67331976,71.55581874,9.860422485
7.41076696,17.97474159,25.61564436,71.41110803,9.870278389
7.322410696,18.07508922,25.55793796,71.26360761,9.880110532
7.234043064,18.17457983,25.50021126,71.11303168,9.889906293
7.145726339,18.27294432,25.44259199,70.95846745,9.899652554
7.057488723,18.37051735,25.38510194,70.8009003,9.90940767
6.969255478,18.46696256,25.32759939,70.63925261,9.919151334
6.881015078,18.56278124,25.27009556,70.47542993,9.928873404
6.79279101,18.65762945,25.21265028,70.30825053,9.938545001
6.70463528,18.75149676,25.15537715,70.13763785,9.948170378
6.616553148,18.84439594,25.09822559,69.96345409,9.957811297
6.528482013,18.93614374,25.04112257,69.78524882,9.967427356
6.440410838,19.02741651,24.98403878,69.60549236,9.977023945
6.352375447,19.11753447,24.92709684,69.42192746,9.986550462
6.264440407,19.20683503,24.87038628,69.23543679,9.996050663
6.176563891,19.29494096,24.81380698,69.04473646,10.0055515
6.088712972,19.38204338,24.75733491,68.85070867,10.0150253
6.000877637,19.46860503,24.70092941,68.65499178,10.02446806
5.91311365,19.5540669,24.64475125,68.45570772,10.0338454
5.825447825,19.63863496,24.58881214,68.25330122,10.04320099
5.737852074,19.72185164,24.53308716,68.04639667,10.05253521
5.650279686,19.80446626,24.47744493,67.83751007,10.06185756
5.562756262,19.88619913,24.42199154,67.62604978,10.07112118
5.475342564,19.96701573,24.36682488,67.41156162,10.08033523
