#size: 500 4
#stance_hip, swing_hip, stance_knee, swing_knee
25.015529833431067,-23.374098203012068,1.4070075089468912,6.9926828390111195
25.020868565266127,-23.375471101501667,1.4337993721030857,7.009849923846351
25.02865732337996,-23.377428341306178,1.473131278390489,7.035113565286442
25.038755565924923,-23.37990430824948,1.5244570143494696,7.068166690536777
25.051026770536037,-23.38283511249942,1.5872477751707879,7.108715030570714
25.06533824260966,-23.386158494837233,1.6609914712515312,7.156476821597712
25.081560926656593,-23.389813734099125,1.745192040026481,7.211182513164288
25.09956922098488,-23.39374155576095,1.8393687628341335,7.272574482048227
25.11924079603918,-23.397884041645057,1.9430555867734347,7.340406751093649
25.14045641679847,-23.402184540737007,2.0558004517285102,7.4144447121303525
25.16309976971019,-23.406587581108486,2.177164622983291,7.494464852126906
25.187057294715725,-23.411038782951312,2.306722030114096,7.580254481744832
25.212218022997313,-23.41548477273621,2.444058613132952,7.671611465492255
25.23847342114772,-23.419873098518533,2.5887716771536358,7.768343952720785
25.265717242529593,-23.42415214642176,2.74046925716084,7.870270108769893
25.29384538664826,-23.428271058338037,2.898769494774109,7.977217845639022
25.322755767407703,-23.43217965089354,3.0633000292047377,8.08902455165892
25.352348191151734,-23.43582833573506,3.2336974048973537,8.205536819739471
25.382524245408863,-23.439168041202837,3.4096064986192256,8.326610173890195
25.413187199257354,-23.442150135463898,3.5906799690000657,8.45210879383943
25.444241916205296,-23.444726351189555,3.776577731723587,8.581905237716407
25.47559478043719,-23.446848711871176,3.966966463720199,8.715880162903476
25.50715363721329,-23.448469459879405,4.161519139799479,8.85392204530994
25.538827748120195,-23.449540986384484,4.359914605184254,8.995926897459977
25.570527761761973,-23.450015763268972,4.561837187359497,9.141797985920658
25.60216570035131,-23.44984627717942,4.7669763505251455,9.291445548717615
25.633654962512157,-23.44898496588041,4.975026395740622,9.44478651349131
25.664910342441605,-23.44738415709288,5.185686209571247,9.601744217232199
25.69584806540255,-23.444996010018897,5.398659063695706,9.762248128495296
25.726385839333734,-23.44177245977657,5.613652467514892,9.926233573031187
25.756442922173935,-23.437665164991703,5.8303780753230505,10.093641463779896
25.78594020430663,-23.432625458816467,6.048551649071517,10.2644180361557
25.81480030534402,-23.426604303669276,6.267893077183974,10.438514589505456
25.842947684289147,-23.419552250013812,6.4881264492815856,10.615887235551673
25.870308761945193,-23.411419399517854,6.70898018605855,10.796496654536877
25.89681205428481,-23.402155372953406,6.930187222925424,10.980307859670862
25.92238831535244,-23.391709283218038,7.151485245420612,11.167289970351
25.946970688150405,-23.38002971387222,7.37261697379034,11.357415994482041
25.970494861856835,-23.36706470359793,7.593330493563907,11.550662620070202
25.992899233640927,-23.352761736989443,7.8133796284125046,11.74701001611124
26.014125073278713,-23.337067742086738,8.032524351083389,11.946441642637986
26.034116688730553,-23.319929095055222,8.250531227752493,12.14894406964337
26.0528215908192,-23.301291632401597,8.467173890742028,12.354506804453948
26.070190655143993,-23.281100671094492,8.682233534208494,12.563122126999314
26.08617827938117,-23.25930103692966,8.895499427123113,12.774784932307176
26.100742534151863,-23.235837101442904,9.106769437642173,12.989492579453895
26.113845305686446,-23.210652827629822,9.315850562800074,13.207244746117631
26.125452428575716,-23.183691824679816,9.52255945735285,13.428043287816298
26.13553380697476,-23.1548974118734,9.726722955554571,13.651892100865876
26.144063522713164,-23.124212691726875,9.928178579662614,13.87879698806595
26.151019928864574,-23.09158063239796,10.126775029039504,14.108765526108229
26.156385727438554,-23.0569441592905,10.322372643847912,14.34180693370943
26.160148029977297,-23.020246255717026,10.514843837520106,14.577931939491386
26.162298399968268,-22.981430072395824,10.704073492422244,14.817152648667317
26.162832876120184,-22.940439045474978,10.889959313425543,15.059482407642786
26.1617519756933,-22.89721702269133,11.07241213443847,15.304935665701578
26.159060677224506,-22.851708397187934,11.251356173344112,15.55352783301942
26.154768382142528,-22.80385824843118,11.42672923122184,15.80527513433072
26.148888854927304,-22.753612489588832,11.598482832208855,16.060194457664146
26.1414401416294,-22.70091802065448,11.766582300871248,16.318303197660686
26.13244446672894,-22.645722886532905,11.931006774501272,16.579619093091704
26.121928108477576,-22.587976439235856,12.091749148332818,16.844160058303046
26.10992125303047,-22.527629503279517,12.248815952264954,17.11194400842377
26.096457827836666,-22.46463454332433,12.402227158298233,17.382988678292975
26.081575314914215,-22.398945833055464,12.552015918513876,17.65731143517493
26.065314544789917,-22.33051962426865,12.698228234055577,17.93492908544969
26.047719472031112,-22.25931431510184,12.840922556200937,18.21585767558305
26.02883693343739,-22.185290616338285,12.980169321227521,18.500112287794654
26.00871639009244,-22.108411714701628,13.116050421380855,18.787706830955376
25.98740965459929,-22.028643432068154,13.248658614831527,19.07865382735389
25.964970604935022,-21.94595437953566,13.378096878059843,19.372964196076296
25.941454886463013,-21.860316105312023,13.50447770462314,19.670647033841036
25.916919603730832,-21.771703235419217,13.62792235473742,19.971709394222977
25.891423003759947,-21.68009360624988,13.748560060536477,20.276156066284663
25.865024152598583,-21.585468388062818,13.86652719225367,20.58398935370815
25.83778260696134,-21.487812198560594,13.981966390900304,20.895208855587118
25.80975808281824,-21.38711320575577,14.095025673287145,21.209811250094848
