#size: 500 4
#hip stance, hip swing, knee stance, knee swing
28.69265833,5.172734423,21.13075721,54.36251417
28.54982484,5.404767408,21.11456945,54.62046926
28.40543654,5.637115222,21.09509792,54.87325503
28.25952344,5.869782644,21.0723635,55.1208666
28.11211579,6.10277345,21.04638971,55.36330136
27.96324404,6.336090344,21.01720263,55.60055885
27.8129388,6.569734904,20.98483089,55.83264063
27.66123081,6.803707528,20.94930559,56.05955021
27.50815088,7.038007397,20.91066027,56.28129291
27.3537299,7.272632441,20.86893082,56.49787576
27.1979988,7.507579317,20.82415546,56.70930743
27.04098855,7.742843393,20.77637467,56.91559805
26.88273013,7.978418743,20.72563112,57.11675921
26.72325453,8.214298145,20.67196963,57.31280378
26.56259276,8.450473093,20.6154371,57.50374586
26.40077585,8.686933813,20.55608243,57.68960064
26.23783483,8.923669281,20.49395648,57.87038437
26.07380076,9.160667258,20.42911197,58.04611423
25.90870474,9.39791432,20.36160345,58.21680825
25.74257792,9.635395903,20.29148716,58.38248522
25.5754515,9.873096344,20.21882101,58.54316464
25.40735675,10.11099893,20.14366444,58.69886659
25.23832502,10.34908597,20.0660784,58.84961171
25.06838777,10.58733882,19.9861252,58.9954211
24.89757657,10.82573797,19.90386842,59.13631622
24.7259231,11.06426309,19.81937284,59.2723189
24.5534592,11.30289311,19.73270432,59.40345119
24.38021684,11.54160629,19.64392969,59.52973538
24.20622812,11.78038024,19.55311665,59.65119388
24.03152534,12.01919206,19.46033364,59.76784918
23.85614093,12.25801835,19.36564975,59.87972384
23.6801075,12.49683531,19.26913458,59.98684037
23.5034578,12.73561879,19.17085813,60.08922125
23.32622474,12.97434435,19.07089066,60.18688887
23.1484414,13.21298736,18.96930261,60.27986545
22.97014097,13.451523,18.86616442,60.36817305
22.79135675,13.68992639,18.76154645,60.45183355
22.61212219,13.92817258,18.65551882,60.53086856
22.43247077,14.16623665,18.54815133,60.60529944
22.25243608,14.40409375,18.43951328,60.67514726
22.07205171,14.64171914,18.32967341,60.74043278
21.89135127,14.87908823,18.21869973,60.80117645
21.71036835,15.11617666,18.10665945,60.85739835
21.52913648,15.35296027,17.99361881,60.90911824
21.34768909,15.5894152,17.87964304,60.95635547
21.1660595,15.82551788,17.7647962,60.99912906
20.98428083,16.06124508,17.64914112,61.03745764
20.80238602,16.29657391,17.53273927,61.07135946
20.62040776,16.53148188,17.41565072,61.10085239
20.43837841,16.76594685,17.297934,61.12595392
20.25633005,16.99994712,17.17964609,61.1466812
20.07429435,17.23346138,17.0608423,61.16305097
19.89230257,17.46646875,16.94157624,61.17507967
19.7103855,17.69894877,16.82189976,61.18278335
19.52857345,17.9308814,16.70186291,61.18617776
19.34689617,18.16224703,16.5815139,61.18527834
19.16538283,18.39302645,16.46089906,61.18010022
18.98406199,18.62320088,16.34006287,61.17065826
18.80296155,18.85275191,16.21904787,61.15696707
18.62210873,19.08166155,16.09789473,61.139041
18.44153,19.30991217,15.97664223,61.11689422
18.26125113,19.5374865,15.85532727,61.09054069
18.08129707,19.76436762,15.73398488,61.05999422
17.90169199,19.99053893,15.61264828,61.02526847
17.72245924,20.21598414,15.49134889,60.98637699
17.54362131,20.44068726,15.37011639,60.94333326
17.36519985,20.66463254,15.24897876,60.89615067
17.18721563,20.88780452,15.12796236,60.84484262
17.00968853,21.11018792,15.00709195,60.78942249
16.83263757,21.33176771,14.88639078,60.72990367
16.65608082,21.55252901,14.76588069,60.66629964
16.48003551,21.77245713,14.64558212,60.59862393
16.30451792,21.99153748,14.52551426,60.5268902
16.12954347,22.20975565,14.40569508,60.45111222
15.95512665,22.42709727,14.28614145,60.37130395
15.78128111,22.64354809,14.16686921,60.28747953
15.60801957,22.85909389,14.04789323,60.19965328
15.43535391,23.07372052,13.92922757,60.1078398
15.26329515,23.28741383,13.81088549,60.01205391
15.09185345,23.50015969,13.69287958,59.91231073
14.92103817,23.71194393,13.57522185,59.80862567
14.75085782,23.92275237,13.45792377,59.70101443
14.58132012,24.1325708,13.3409964,59.58949309
14.41243202,24.34138492,13.22445044,59.47407804
14.24419967,24.54918039,13.10829632,59.35478603
14.0766285,24.75594274,12.99254424,59.23163421
13.90972319,24.96165745,12.8772043,59.10464008
13.7434877,25.16630986,12.76228646,58.97382154
13.57792528,25.36988522,12.64780071,58.83919691
13.41303852,25.57236862,12.53375703,58.70078489
13.24882931,25.77374503,12.4201655,58.55860458
13.08529887,25.97399929,12.30703628,58.4126755
12.92244781,26.17311607,12.19437971,58.26301758
12.76027607,26.37107989,12.08220627,58.10965116
12.59878299,26.56787512,11.97052665,57.95259695
12.43796727,26.76348596,11.85935176,57.79187609
12.27782702,26.95789643,11.74869272,57.6275101
12.11835975,27.15109039,11.63856087,57.45952088
11.95956236,27.34305154,11.52896779,57.2879307
11.80143117,27.53376339,11.41992525,57.11276219
11.64396192,27.72320928,11.31144525,56.93403835
11.48714975,27.91137238,11.20353995,56.75178249
11.33098923,28.09823568,11.0962217,56.56601826
11.17547433,28.28378202,10.98950296,56.37676961
11.02059846,28.46799406,10.88339631,56.1840608
10.86635442,28.65085428,10.77791439,55.98791634
10.71273445,28.83234502,10.67306989,55.78836102
10.55973017,29.01244846,10.56887548,55.58541988
10.40733264,29.19114663,10.46534376,55.37911817
10.25553229,29.36842141,10.36248725,55.16948135
10.10431898,29.54425455,10.26031834,54.95653509
9.953681957,29.71862765,10.15884918,54.74030521
9.803609874,29.89152221,10.05809173,54.52081772
9.654090772,30.0629196,9.958057621,54.29809876
9.505112089,30.2328011,9.858758152,54.07217458
9.356660659,30.40114788,9.760204238,53.84307157
9.208722709,30.56794103,9.662406353,53.61081622
9.061283868,30.73316159,9.565374489,53.37543508
8.914329164,30.8967905,9.469118112,53.13695481
8.767843034,31.0588087,9.373646122,52.8954021
8.621809329,31.21919705,9.278966809,52.65080373
8.476211324,31.37793644,9.185087827,52.4031865
8.33103173,31.53500773,9.09201615,52.15257727
8.186252705,31.6903918,8.999758055,51.89900292
8.041855871,31.84406957,8.908319088,51.64249038
7.897822335,31.996022,8.817704048,51.3830666
7.754132703,32.14623013,8.727916974,51.12075857
7.61076711,32.29467509,8.638961124,50.8555933
7.467705241,32.44133812,8.550838979,50.58759785
7.324926365,32.58620058,8.463552233,50.31679932
7.182409357,32.72924401,8.3771018,50.04322485
7.040132744,32.8704501,8.291487819,49.76690165
6.898074729,33.00980075,8.206709668,49.48785699
6.756213241,33.14727811,8.122765984,49.20611823
6.614525969,33.28286455,8.039654678,48.92171282
6.472990414,33.41654273,7.957372971,48.63466831
6.331583926,33.54829561,7.875917418,48.3450124
6.190283763,33.6781065,7.79528395,48.05277292
6.049067136,33.80595905,7.715467909,47.75797789
5.907911268,33.93183731,7.636464099,47.46065548
5.766793442,34.05572574,7.558266827,47.16083411
5.625691068,34.17760924,7.480869962,46.85854243
5.484581732,34.2974732,7.404266986,46.55380934
5.343443266,34.41530352,7.328451053,46.24666404
5.202253804,34.53108662,7.253415053,45.93713604
5.060991843,34.6448095,7.179151671,45.62525522
4.919636314,34.75645974,7.105653457,45.31105179
4.778166639,34.86602556,7.032912893,44.99455642
4.6365628,34.97349584,6.960922458,44.67580018
4.4948054,35.07886014,6.889674705,44.35481462
4.352875729,35.18210873,6.819162324,44.03163179
4.210755829,35.28323265,6.749378218,43.70628426
4.068428556,35.38222368,6.680315572,43.37880518
3.925877643,35.47907444,6.611967924,43.04922828
3.783087757,35.57377835,6.544329233,42.71758792
3.640044566,35.6663297,6.477393951,42.38391913
3.496734791,35.75672367,6.411157084,42.0482576
3.353146261,35.84495633,6.345614264,41.71063976
3.209267971,35.93102468,6.280761804,41.37110279
3.065090132,36.0149267,6.216596766,41.02968463
2.920604214,36.09666133,6.153117011,40.68642405
2.775802998,36.17622849,6.090321259,40.34136062
2.630680615,36.25362914,6.028209135,39.99453482
2.485232584,36.32886525,5.96678122,39.64598797
2.339455847,36.40193984,5.90603909,39.29576232
2.193348805,36.472857,5.845985359,38.94390107
2.046911339,36.5416219,5.78662371,38.59044835
1.900144837,36.60824075,5.727958928,38.23544928
1.753052213,36.6727209,5.669996923,37.87894999
1.605637921,36.73507077,5.612744753,37.5209976
1.457907968,36.79529989,5.556210637,37.16164028
1.309869915,36.85341889,5.500403967,36.80092726
1.161532886,36.90943951,5.445335316,36.43890879
1.012907559,36.9633746,5.391016435,36.07563625
0.864006162,37.01523808,5.33746025,35.71116206
0.714842457,37.06504501,5.284680855,35.34553974
0.565431731,37.11281151,5.232693493,34.97882394
0.415790766,37.15855477,5.181514542,34.61107038
0.26593782,37.20229307,5.131161488,34.24233591
0.115892596,37.24404573,5.081652893,33.87267847
-0.034323794,37.28383311,5.03300837,33.50215715
-0.184688866,37.32167658,4.985248536,33.13083211
-0.335178805,37.35759853,4.938394978,32.75876464
-0.485768513,37.39162232,4.892470197,32.38601712
-0.636431657,37.42377225,4.84749757,32.01265303
-0.787140722,37.45407359,4.803501283,31.63873694
-0.93786707,37.48255247,4.760506286,31.26433447
-1.088580995,37.50923592,4.718538221,30.88951233
-1.239251791,37.53415183,4.677623367,30.51433825
-1.389847812,37.55732889,4.637788569,30.13888103
-1.540336543,37.57879657,4.59906117,29.76321043
-1.690684668,37.59858511,4.561468941,29.38739723
-1.840858143,37.61672545,4.525040005,29.01151319
-1.990822267,37.63324923,4.489802764,28.63563098
-2.140541759,37.64818872,4.455785825,28.25982422
-2.289980834,37.66157679,4.423017918,27.88416738
-2.439103277,37.67344691,4.391527821,27.50873584
-2.587872525,37.68383306,4.361344277,27.13360575
-2.73625174,37.6927697,4.332495922,26.75885408
-2.884203888,37.70029176,4.305011199,26.38455855
-3.031691821,37.70643458,4.278918281,26.01079759
-3.178678348,37.71123387,4.254244992,25.63765031
-3.325126316,37.71472566,4.231018732,25.26519642
-3.470998683,37.71694629,4.209266394,24.89351623
-3.616258596,37.71793232,4.189014293,24.52269059
-3.760869458,37.71772055,4.170288091,24.15280082
-3.904795007,37.71634793,4.15311272,23.78392867
-4.04799938,37.71385154,4.137512317,23.41615625
-4.190447183,37.71026855,4.123510148,23.04956601
-4.332103557,37.70563617,4.111128547,22.68424061
-4.472934237,37.69999165,4.100388847,22.32026295
-4.61290562,37.69337218,4.091311322,21.95771602
-4.751984815,37.68581489,4.083915123,21.59668287
-4.890139703,37.67735681,4.078218223,21.23724654
-5.027338986,37.66803484,4.074237367,20.87948997
-5.163552238,37.65788569,4.071988015,20.52349595
-5.298749949,37.64694587,4.071484298,20.16934703
-5.432903568,37.63525165,4.072738976,19.81712542
-5.565985544,37.62283899,4.075763392,19.46691293
-5.697969355,37.60974359,4.08056744,19.1187909
-5.82882955,37.59600078,4.087159527,18.77284008
-5.95854177,37.58164551,4.095546548,18.42914056
-6.087082774,37.56671235,4.105733853,18.08777169
-6.214430465,37.55123544,4.117725231,17.74881196
-6.340563904,37.53524846,4.131522888,17.41233896
-6.465463328,37.5187846,4.147127432,17.07842921
-6.589110157,37.50187655,4.164537863,16.74715815
-6.711487008,37.48455647,4.183751566,16.4186
-6.832577693,37.46685597,4.204764305,16.09282767
-6.952367227,37.44880607,4.227570227,15.76991267
-7.070841822,37.43043722,4.252161866,15.44992502
-7.187988884,37.41177924,4.278530149,15.13293317
-7.303797006,37.3928613,4.306664407,14.81900389
-7.418255958,37.37371196,4.336552397,14.50820219
-7.531356672,37.35435908,4.368180313,14.20059123
-7.643091228,37.33482986,4.401532813,13.89623223
-7.753452837,37.3151508,4.436593047,13.59518442
-7.862435821,37.2953477,4.473342683,13.29750491
-7.970035589,37.27544563,4.511761939,13.00324867
-8.076248615,37.25546896,4.551829625,12.71246839
-8.18107241,37.23544131,4.593523174,12.4252145
-8.284505499,37.21538556,4.636818689,12.14153502
-8.386547387,37.19532386,4.681690985,11.86147556
-8.487198534,37.1752776,4.728113637,11.58507924
-8.58646032,37.15526741,4.776059027,11.31238666
-8.684335014,37.13531318,4.825498398,11.04343583
-8.780825741,37.11543404,4.876401904,10.77826215
-8.875936453,37.09564836,4.928738666,10.51689838
-8.969671886,37.07597376,4.982476828,10.25937459
-9.062037534,37.05642712,5.037583616,10.00571819
-9.15303961,37.03702454,5.094025393,9.755953849
-9.242685012,37.01778143,5.151767724,9.51010354
-9.330981291,36.99871242,5.21077543,9.26818651
-9.417936612,36.97983143,5.271012652,9.030219288
-9.503559724,36.96115166,5.332442912,8.796215697
-9.587859924,36.94268558,5.395029172,8.566186866
-9.670847024,36.92444499,5.458733897,8.340141248
-9.752531318,36.90644098,5.523519114,8.118084647
-9.832923551,36.88868394,5.589346472,7.900020251
-9.912034887,36.87118364,5.656177303,7.685948662
-9.989876877,36.85394914,5.723972676,7.475867936
-10.06646143,36.83698889,5.79269346,7.269773634
-10.14180078,36.82031071,5.862300378,7.067658862
-10.21590747,36.8039218,5.932754059,6.869514329
-10.28879432,36.78782876,6.004015098,6.675328403
-10.36047438,36.77203761,6.076044103,6.485087166
-10.43096093,36.75655379,6.148801747,6.298774482
-10.50026745,36.74138221,6.222248817,6.116372059
-10.56840759,36.72652723,6.296346263,5.93785952
-10.63539517,36.71199269,6.37105524,5.763214468
-10.70124411,36.69778193,6.446337153,5.592412563
-10.76596846,36.68389781,6.5221537,5.425427593
-10.82958236,36.67034271,6.598466908,5.262231549
-10.89210002,36.65711857,6.675239174,5.102794702
-10.95353569,36.64422688,6.752433299,4.947085679
-11.01390369,36.63166873,6.830012522,4.795071539
-11.07321833,36.6194448,6.90794055,4.646717854
-11.13149395,36.60755538,6.98618159,4.501988782
-11.18874488,36.5960004,7.064700374,4.36084715
-11.24498543,36.58477944,7.143462187,4.223254524
-11.30022987,36.57389174,7.222432889,4.089171294
-11.35449244,36.56333621,7.301578936,3.958556741
-11.40778733,36.55311147,7.380867402,3.83136912
-11.46012865,36.54321586,7.460265996,3.707565727
-11.51153046,36.53364742,7.539743077,3.587102977
